Casemasterid,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
17143,8.00E+17,202500005,10-10-2025,1162,1218,4,2,5,15,4,137,2025-10-09 16:52:00,2025-10-10 01:52:00,2025-10-10 07:52:00,17.152082,76.781426,Complainant reported a violent altercation involving a large group near a residential street.
22164,8.00E+17,202500006,30-10-2025,1188,1218,4,2,3,9,4,134,2025-10-29 14:09:00,2025-10-30 05:09:00,2025-10-30 13:09:00,17.179544,76.777068,Complainant reported being physically assaulted by the accused near a commercial complex.
32031,1.00E+17,202300001,22-03-2023,723,1219,1,1,3,10,3,126,2023-03-22 05:35:00,2023-03-21 23:35:00,2023-03-22 12:35:00,17.317264,76.888846,Complainant reported ongoing harassment for dowry by the accused and family.
36968,1.00E+17,202400001,04-04-2024,1499,1219,1,1,1,4,2,126,2024-04-03 07:23:00,2024-04-03 21:23:00,2024-04-04 12:23:00,17.32336,76.877245,Complainant reported that the victim was forcibly taken away from a residential colony.
4249,1.00E+17,202400002,12-04-2024,811,1219,1,2,2,6,2,133,2024-04-12 08:23:00,2024-04-11 03:23:00,2024-04-12 17:23:00,17.29817,76.867434,Complainant reported that the accused snatched a gold chain from the victim near the railway station area and fled on a two-wheeler.
35359,1.00E+17,202400003,22-05-2024,235,1219,1,1,3,11,1,126,2024-05-22 01:39:00,2024-05-22 10:39:00,2024-05-22 14:39:00,17.32255,76.857919,Complainant reported an incident of sexual harassment near the main market.
18494,1.00E+17,202400004,26-11-2024,765,1219,1,2,2,6,2,140,2024-11-25 21:47:00,2024-11-25 13:47:00,2024-11-26 01:47:00,17.318132,76.860498,Complainant reported that the accused snatched a gold chain from the victim near the main market and fled on a two-wheeler.
2547,1.00E+17,202500001,29-03-2025,1397,1219,1,2,2,5,1,135,2025-03-27 16:52:00,2025-03-28 19:52:00,2025-03-29 00:52:00,17.308947,76.870348,Complainant reported theft of personal property from a residential street.
25077,1.00E+17,202500002,17-06-2025,592,1219,1,2,4,12,2,127,2025-06-17 07:31:00,2025-06-17 08:31:00,2025-06-17 13:31:00,17.305468,76.889993,Complainant reported losing money through a fraudulent online transaction.
38499,3.00E+17,202300001,02-06-2023,746,1219,2,2,4,12,2,137,2023-06-01 12:01:00,2023-06-01 14:01:00,2023-06-02 16:01:00,17.304509,76.887006,Complainant reported losing money through a fraudulent online transaction.
23611,3.00E+17,202300002,13-10-2023,373,1219,2,2,1,3,4,142,2023-10-12 21:25:00,2023-10-11 15:25:00,2023-10-13 02:25:00,17.302702,76.879199,Complainant reported a physical assault causing serious injury to the victim at a residential street.
34471,3.00E+17,202400001,08-07-2024,835,1219,2,2,2,5,1,135,2024-07-07 05:43:00,2024-07-08 20:43:00,2024-07-08 20:43:00,17.308626,76.862848,Complainant reported theft of personal property from the main market.
38017,3.00E+17,202400002,01-10-2024,365,1219,2,2,4,12,2,139,2024-09-30 15:15:00,2024-09-29 15:15:00,2024-10-01 09:15:00,17.296396,76.873952,Complainant reported losing money through a fraudulent online transaction.
27267,3.00E+17,202500001,02-04-2025,97,1219,2,2,2,5,1,141,2025-04-01 04:14:00,2025-03-31 23:14:00,2025-04-02 17:14:00,17.305962,76.883344,Complainant reported theft of personal property from a residential street.
35053,3.00E+17,202500002,12-09-2025,112,1219,2,2,2,6,1,137,2025-09-11 10:29:00,2025-09-12 01:29:00,2025-09-12 17:29:00,17.291348,76.868291,Complainant reported that the accused snatched a gold chain from the victim near a residential street and fled on a two-wheeler.
5300,3.00E+17,202500003,14-11-2025,707,1219,2,1,3,11,4,126,2025-11-13 04:41:00,2025-11-13 16:41:00,2025-11-14 14:41:00,17.314204,76.874086,Complainant reported an incident of sexual harassment near a residential street.
37151,4.00E+17,202300001,10-07-2023,108,1219,3,1,3,11,4,126,2023-07-09 16:08:00,2023-07-09 22:08:00,2023-07-10 20:08:00,17.295351,76.880179,Complainant reported an incident of sexual harassment near a residential colony.
32276,4.00E+17,202300002,18-12-2023,915,1219,3,2,2,5,1,137,2023-12-17 06:57:00,2023-12-18 03:57:00,2023-12-18 22:57:00,17.318386,76.8666,Complainant reported theft of personal property from a commercial complex.
36991,4.00E+17,202400001,09-01-2024,15,1219,3,2,2,5,1,135,2024-01-09 08:03:00,2024-01-08 07:03:00,2024-01-09 19:03:00,17.319567,76.870616,Complainant reported theft of personal property from a highway stretch.
10797,4.00E+17,202400002,24-03-2024,176,1219,3,2,2,6,1,138,2024-03-23 14:14:00,2024-03-22 20:14:00,2024-03-24 07:14:00,17.306336,76.871251,Complainant reported that the accused snatched a gold chain from the victim near a highway stretch and fled on a two-wheeler.
30598,4.00E+17,202400003,29-05-2024,91,1219,3,2,2,5,3,137,2024-05-27 14:04:00,2024-05-27 09:04:00,2024-05-29 04:04:00,17.32004,76.874947,Complainant reported theft of personal property from a highway stretch.
24824,4.00E+17,202400004,21-07-2024,820,1219,3,2,3,9,3,133,2024-07-19 21:43:00,2024-07-21 03:43:00,2024-07-21 21:43:00,17.31763,76.871723,Complainant reported being physically assaulted by the accused near the bus stand.
2629,4.00E+17,202500001,29-03-2025,1014,1219,3,1,2,8,2,126,2025-03-28 14:14:00,2025-03-29 18:14:00,2025-03-29 20:14:00,17.313491,76.865704,Complainant reported being robbed at knife/gunpoint near the railway station area.
31121,4.00E+17,202500002,10-06-2025,629,1219,3,2,3,9,1,141,2025-06-09 12:07:00,2025-06-09 09:07:00,2025-06-10 18:07:00,17.319911,76.873511,Complainant reported being physically assaulted by the accused near a residential street.
13641,8.00E+17,202300001,03-01-2023,376,1219,4,2,2,5,4,143,2023-01-03 18:00:00,2023-01-02 13:00:00,2023-01-03 22:00:00,17.322391,76.876055,Complainant reported theft of personal property from the main market.
2684,8.00E+17,202300002,06-01-2023,237,1219,4,2,1,3,1,141,2023-01-05 02:50:00,2023-01-04 07:50:00,2023-01-06 01:50:00,17.310856,76.899443,Complainant reported a physical assault causing serious injury to the victim at the main market.
26954,8.00E+17,202300003,25-05-2023,1356,1219,4,2,2,5,4,136,2023-05-24 22:34:00,2023-05-25 05:34:00,2023-05-25 17:34:00,17.317353,76.878523,Complainant reported theft of personal property from a residential street.
18027,8.00E+17,202300004,15-07-2023,15,1219,4,2,4,14,2,132,2023-07-14 20:57:00,2023-07-14 15:57:00,2023-07-15 13:57:00,17.297707,76.869025,Complainant reported that their personal identification documents were misused by an unknown person.
31987,8.00E+17,202300005,29-08-2023,1264,1219,4,2,3,9,4,135,2023-08-27 05:00:00,2023-08-28 03:00:00,2023-08-29 00:00:00,17.317753,76.873253,Complainant reported being physically assaulted by the accused near the bus stand.
22600,8.00E+17,202400001,16-08-2024,152,1219,4,2,3,9,1,132,2024-08-14 15:59:00,2024-08-14 18:59:00,2024-08-16 05:59:00,17.307828,76.865757,Complainant reported being physically assaulted by the accused near the main market.
33837,8.00E+17,202500001,01-02-2025,342,1219,4,2,2,5,1,127,2025-01-30 22:23:00,2025-01-31 07:23:00,2025-02-01 16:23:00,17.313949,76.87762,Complainant reported theft of personal property from a residential street.
9097,8.00E+17,202500002,01-10-2025,1191,1219,4,2,5,16,2,139,2025-09-29 23:18:00,2025-09-30 21:18:00,2025-10-01 12:18:00,17.317028,76.888957,Complainant reported an unauthorised gathering that turned disruptive near a commercial complex.
2012,8.00E+17,202500003,02-11-2025,759,1219,4,2,2,7,2,133,2025-11-01 05:28:00,2025-11-01 17:28:00,2025-11-02 19:28:00,17.314386,76.864849,Complainant reported that unknown persons broke into the premises at a highway stretch and stole valuables.
11802,1.00E+17,202300001,08-01-2023,768,1220,1,1,1,4,4,126,2023-01-07 20:11:00,2023-01-08 00:11:00,2023-01-08 07:11:00,17.320595,76.86733,Complainant reported that the victim was forcibly taken away from a residential colony.
25467,1.00E+17,202300002,21-04-2023,248,1220,1,1,3,10,1,126,2023-04-19 13:53:00,2023-04-20 19:53:00,2023-04-21 13:53:00,17.336916,76.877535,Complainant reported ongoing harassment for dowry by the accused and family.
15923,1.00E+17,202300003,02-07-2023,325,1220,1,2,2,7,1,136,2023-06-30 16:52:00,2023-07-01 03:52:00,2023-07-02 10:52:00,17.335964,76.842748,Complainant reported that unknown persons broke into the premises at the railway station area and stole valuables.
29759,1.00E+17,202300004,25-11-2023,438,1220,1,2,2,6,3,132,2023-11-24 12:44:00,2023-11-25 10:44:00,2023-11-25 18:44:00,17.323056,76.85252,Complainant reported that the accused snatched a gold chain from the victim near a residential colony and fled on a two-wheeler.
5136,1.00E+17,202400001,20-05-2024,282,1220,1,2,4,12,3,133,2024-05-18 13:53:00,2024-05-18 19:53:00,2024-05-20 09:53:00,17.353128,76.87171,Complainant reported losing money through a fraudulent online transaction.
31377,1.00E+17,202400002,24-06-2024,1097,1220,1,2,2,5,2,132,2024-06-22 10:16:00,2024-06-23 08:16:00,2024-06-24 00:16:00,17.330354,76.858085,Complainant reported theft of personal property from a commercial complex.
5987,1.00E+17,202400003,25-06-2024,1190,1220,1,2,4,13,2,131,2024-06-24 03:44:00,2024-06-24 16:44:00,2024-06-25 20:44:00,17.32209,76.846052,Complainant reported being coerced over video call by persons impersonating law enforcement officials into transferring money.
27160,1.00E+17,202400004,28-07-2024,495,1220,1,2,2,6,1,138,2024-07-27 20:18:00,2024-07-28 12:18:00,2024-07-28 18:18:00,17.346903,76.869431,Complainant reported that the accused snatched a gold chain from the victim near the railway station area and fled on a two-wheeler.
31645,1.00E+17,202400005,18-10-2024,460,1220,1,2,1,3,4,127,2024-10-18 10:12:00,2024-10-18 05:12:00,2024-10-18 11:12:00,17.332954,76.878453,Complainant reported a physical assault causing serious injury to the victim at the main market.
34455,1.00E+17,202500001,01-01-2025,132,1220,1,2,5,16,1,143,2024-12-30 18:46:00,2024-12-31 19:46:00,2025-01-01 04:46:00,17.340058,76.86214,Complainant reported an unauthorised gathering that turned disruptive near a residential street.
19504,1.00E+17,202500002,16-03-2025,277,1220,1,1,3,11,4,126,2025-03-15 08:53:00,2025-03-16 10:53:00,2025-03-16 19:53:00,17.337891,76.849404,Complainant reported an incident of sexual harassment near a residential colony.
33378,1.00E+17,202500003,24-03-2025,114,1220,1,2,2,5,1,138,2025-03-23 14:19:00,2025-03-24 01:19:00,2025-03-24 06:19:00,17.345158,76.869541,Complainant reported theft of personal property from the railway station area.
29715,1.00E+17,202500004,18-04-2025,755,1220,1,2,1,3,1,139,2025-04-17 22:55:00,2025-04-17 02:55:00,2025-04-18 19:55:00,17.338121,76.848839,Complainant reported a physical assault causing serious injury to the victim at the railway station area.
20136,1.00E+17,202500005,19-06-2025,1277,1220,1,2,4,12,1,138,2025-06-18 20:17:00,2025-06-18 18:17:00,2025-06-19 18:17:00,17.346607,76.842019,Complainant reported losing money through a fraudulent online transaction.
2630,1.00E+17,202500006,12-07-2025,740,1220,1,1,2,8,4,126,2025-07-11 13:14:00,2025-07-12 22:14:00,2025-07-12 22:14:00,17.327976,76.865825,Complainant reported being robbed at knife/gunpoint near a residential street.
12165,1.00E+17,202500007,05-08-2025,338,1220,1,2,2,5,2,141,2025-08-03 15:09:00,2025-08-04 11:09:00,2025-08-05 10:09:00,17.331632,76.850124,Complainant reported theft of personal property from the main market.
25253,1.00E+17,202500008,10-08-2025,171,1220,1,1,1,2,3,126,2025-08-10 01:55:00,2025-08-08 15:55:00,2025-08-10 10:55:00,17.349556,76.871356,Complainant stated the accused attacked the victim with intent to kill near a highway stretch.
4516,1.00E+17,202500009,17-08-2025,273,1220,1,2,1,3,1,128,2025-08-16 18:16:00,2025-08-16 18:16:00,2025-08-17 08:16:00,17.346379,76.863343,Complainant reported a physical assault causing serious injury to the victim at the main market.
30592,1.00E+17,202500010,10-11-2025,973,1220,1,1,1,4,3,126,2025-11-08 14:02:00,2025-11-08 21:02:00,2025-11-10 14:02:00,17.336063,76.877402,Complainant reported that the victim was forcibly taken away from a commercial complex.
19794,3.00E+17,202400001,20-07-2024,933,1220,2,2,2,5,1,135,2024-07-19 21:20:00,2024-07-18 09:20:00,2024-07-20 04:20:00,17.350068,76.859179,Complainant reported theft of personal property from a residential street.
13961,3.00E+17,202400002,30-08-2024,751,1220,2,2,2,5,3,137,2024-08-30 19:03:00,2024-08-29 19:03:00,2024-08-30 22:03:00,17.362828,76.858771,Complainant reported theft of personal property from a highway stretch.
236,3.00E+17,202400003,09-10-2024,167,1220,2,2,5,16,2,135,2024-10-08 02:13:00,2024-10-08 23:13:00,2024-10-09 22:13:00,17.339569,76.873927,Complainant reported an unauthorised gathering that turned disruptive near a commercial complex.
29343,3.00E+17,202500001,02-05-2025,1408,1220,2,1,1,4,4,126,2025-05-01 12:48:00,2025-04-30 19:48:00,2025-05-02 00:48:00,17.339431,76.857379,Complainant reported that the victim was forcibly taken away from the railway station area.
4123,3.00E+17,202500002,06-10-2025,1352,1220,2,2,4,12,1,143,2025-10-05 15:57:00,2025-10-05 20:57:00,2025-10-06 02:57:00,17.339532,76.859969,Complainant reported losing money through a fraudulent online transaction.
10401,3.00E+17,202500003,11-11-2025,503,1220,2,1,2,8,1,126,2025-11-10 21:50:00,2025-11-11 01:50:00,2025-11-11 09:50:00,17.314409,76.870056,Complainant reported being robbed at knife/gunpoint near a commercial complex.
12089,3.00E+17,202500004,26-12-2025,241,1220,2,2,2,5,4,133,2025-12-25 19:35:00,2025-12-26 08:35:00,2025-12-26 09:35:00,17.329491,76.848516,Complainant reported theft of personal property from a highway stretch.
17438,4.00E+17,202300001,04-02-2023,315,1220,3,1,3,10,3,126,2023-02-03 05:47:00,2023-02-03 01:47:00,2023-02-04 19:47:00,17.347764,76.863804,Complainant reported ongoing harassment for dowry by the accused and family.
5005,4.00E+17,202300002,06-07-2023,78,1220,3,1,1,4,1,126,2023-07-05 18:40:00,2023-07-05 10:40:00,2023-07-06 01:40:00,17.342511,76.858759,Complainant reported that the victim was forcibly taken away from a residential street.
11081,4.00E+17,202300003,11-08-2023,60,1220,3,2,2,5,3,129,2023-08-09 11:41:00,2023-08-11 01:41:00,2023-08-11 04:41:00,17.337958,76.857015,Complainant reported theft of personal property from a commercial complex.
13392,4.00E+17,202300004,01-12-2023,1350,1220,3,2,2,7,3,138,2023-11-30 23:37:00,2023-12-01 18:37:00,2023-12-01 21:37:00,17.327101,76.866875,Complainant reported that unknown persons broke into the premises at the railway station area and stole valuables.
23767,4.00E+17,202400001,08-01-2024,403,1220,3,2,4,14,1,127,2024-01-06 10:37:00,2024-01-07 19:37:00,2024-01-08 05:37:00,17.338094,76.877237,Complainant reported that their personal identification documents were misused by an unknown person.
10524,4.00E+17,202400002,04-12-2024,972,1220,3,2,2,5,1,140,2024-12-03 21:31:00,2024-12-03 03:31:00,2024-12-04 20:31:00,17.313358,76.87181,Complainant reported theft of personal property from a highway stretch.
37859,4.00E+17,202400003,09-12-2024,413,1220,3,2,2,5,2,140,2024-12-08 05:09:00,2024-12-07 19:09:00,2024-12-09 06:09:00,17.331836,76.855192,Complainant reported theft of personal property from a residential street.
14782,4.00E+17,202400004,27-12-2024,540,1220,3,1,3,11,4,126,2024-12-27 11:42:00,2024-12-26 16:42:00,2024-12-27 23:42:00,17.341559,76.85114,Complainant reported an incident of sexual harassment near a residential street.
13199,4.00E+17,202500001,01-03-2025,507,1220,3,2,2,5,2,131,2025-03-01 10:47:00,2025-02-28 21:47:00,2025-03-01 15:47:00,17.331219,76.865967,Complainant reported theft of personal property from a residential colony.
36793,4.00E+17,202500002,19-04-2025,884,1220,3,2,4,14,4,127,2025-04-17 23:18:00,2025-04-17 17:18:00,2025-04-19 10:18:00,17.330364,76.852965,Complainant reported that their personal identification documents were misused by an unknown person.
22016,4.00E+17,202500003,17-10-2025,1355,1220,3,1,1,4,2,126,2025-10-15 22:20:00,2025-10-15 16:20:00,2025-10-17 01:20:00,17.328636,76.863531,Complainant reported that the victim was forcibly taken away from the railway station area.
11493,4.00E+17,202500004,07-11-2025,1253,1220,3,2,2,7,3,131,2025-11-07 11:56:00,2025-11-06 03:56:00,2025-11-07 11:56:00,17.323668,76.867579,Complainant reported that unknown persons broke into the premises at a highway stretch and stole valuables.
10887,4.00E+17,202500005,21-12-2025,8,1220,3,2,4,12,4,131,2025-12-19 23:27:00,2025-12-20 15:27:00,2025-12-21 10:27:00,17.356871,76.860055,Complainant reported losing money through a fraudulent online transaction.
2076,8.00E+17,202400001,16-01-2024,1348,1220,4,2,2,6,3,135,2024-01-16 12:00:00,2024-01-15 04:00:00,2024-01-16 13:00:00,17.340067,76.862669,Complainant reported that the accused snatched a gold chain from the victim near the bus stand and fled on a two-wheeler.
38626,8.00E+17,202400002,16-01-2024,1024,1220,4,2,3,9,2,134,2024-01-16 20:02:00,2024-01-15 06:02:00,2024-01-16 21:02:00,17.326377,76.863186,Complainant reported being physically assaulted by the accused near a commercial complex.
2103,8.00E+17,202400003,25-02-2024,745,1220,4,2,2,5,3,129,2024-02-25 03:57:00,2024-02-24 03:57:00,2024-02-25 19:57:00,17.337938,76.877741,Complainant reported theft of personal property from the bus stand.
24511,8.00E+17,202400004,08-05-2024,1241,1220,4,2,4,14,3,131,2024-05-08 02:32:00,2024-05-08 03:32:00,2024-05-08 13:32:00,17.338193,76.872441,Complainant reported that their personal identification documents were misused by an unknown person.
20261,8.00E+17,202400005,29-06-2024,124,1220,4,1,3,10,4,126,2024-06-28 01:21:00,2024-06-28 18:21:00,2024-06-29 08:21:00,17.340006,76.854931,Complainant reported ongoing harassment for dowry by the accused and family.
5304,8.00E+17,202400006,13-08-2024,1309,1220,4,1,3,11,1,126,2024-08-12 02:14:00,2024-08-12 08:14:00,2024-08-13 21:14:00,17.323863,76.863103,Complainant reported an incident of sexual harassment near the bus stand.
29324,8.00E+17,202400007,05-09-2024,1207,1220,4,1,2,8,2,126,2024-09-03 14:02:00,2024-09-04 20:02:00,2024-09-05 07:02:00,17.343318,76.859132,Complainant reported being robbed at knife/gunpoint near a commercial complex.
39826,8.00E+17,202400008,18-10-2024,1433,1220,4,2,2,7,4,143,2024-10-17 00:46:00,2024-10-18 01:46:00,2024-10-18 04:46:00,17.329384,76.874091,Complainant reported that unknown persons broke into the premises at the railway station area and stole valuables.
17757,8.00E+17,202500001,05-01-2025,1399,1220,4,1,1,4,4,126,2025-01-04 18:25:00,2025-01-04 13:25:00,2025-01-05 12:25:00,17.331301,76.848503,Complainant reported that the victim was forcibly taken away from the bus stand.
11868,8.00E+17,202500002,22-04-2025,630,1220,4,1,1,4,3,126,2025-04-21 21:21:00,2025-04-21 15:21:00,2025-04-22 23:21:00,17.335065,76.860799,Complainant reported that the victim was forcibly taken away from the railway station area.
28336,8.00E+17,202500003,18-12-2025,942,1220,4,2,2,6,1,131,2025-12-16 13:32:00,2025-12-17 16:32:00,2025-12-18 05:32:00,17.32836,76.859107,Complainant reported that the accused snatched a gold chain from the victim near a commercial complex and fled on a two-wheeler.
17154,1.00E+17,202400001,11-02-2024,1345,1221,1,2,1,3,3,130,2024-02-11 03:30:00,2024-02-10 19:30:00,2024-02-11 07:30:00,17.348329,76.782306,Complainant reported a physical assault causing serious injury to the victim at a commercial complex.
25231,1.00E+17,202400002,11-07-2024,510,1221,1,2,3,9,3,134,2024-07-11 03:23:00,2024-07-09 19:23:00,2024-07-11 06:23:00,17.354782,76.774249,Complainant reported being physically assaulted by the accused near a highway stretch.
8557,1.00E+17,202400003,24-07-2024,631,1221,1,2,1,3,3,139,2024-07-23 21:56:00,2024-07-22 07:56:00,2024-07-24 02:56:00,17.358513,76.792084,Complainant reported a physical assault causing serious injury to the victim at the railway station area.
25830,1.00E+17,202400004,26-07-2024,1234,1221,1,2,2,5,1,140,2024-07-26 01:54:00,2024-07-25 01:54:00,2024-07-26 01:54:00,17.362247,76.769634,Complainant reported theft of personal property from a highway stretch.
27751,1.00E+17,202400005,22-08-2024,1429,1221,1,2,2,7,4,129,2024-08-22 03:51:00,2024-08-22 04:51:00,2024-08-22 18:51:00,17.386185,76.796014,Complainant reported that unknown persons broke into the premises at the main market and stole valuables.
36299,1.00E+17,202400006,22-09-2024,649,1221,1,2,2,6,4,127,2024-09-20 15:15:00,2024-09-21 09:15:00,2024-09-22 11:15:00,17.373644,76.783688,Complainant reported that the accused snatched a gold chain from the victim near the main market and fled on a two-wheeler.
35459,1.00E+17,202400007,30-10-2024,1080,1221,1,2,2,6,3,138,2024-10-30 12:00:00,2024-10-29 16:00:00,2024-10-30 23:00:00,17.356626,76.78894,Complainant reported that the accused snatched a gold chain from the victim near a residential street and fled on a two-wheeler.
7260,1.00E+17,202400008,23-12-2024,646,1221,1,2,2,7,1,136,2024-12-22 16:06:00,2024-12-21 06:06:00,2024-12-23 02:06:00,17.368928,76.7717,Complainant reported that unknown persons broke into the premises at a residential street and stole valuables.
9175,1.00E+17,202500001,05-01-2025,1397,1221,1,2,4,14,2,139,2025-01-04 15:20:00,2025-01-04 22:20:00,2025-01-05 16:20:00,17.366689,76.773425,Complainant reported that their personal identification documents were misused by an unknown person.
883,1.00E+17,202500002,13-04-2025,772,1221,1,2,2,5,2,127,2025-04-13 09:07:00,2025-04-12 00:07:00,2025-04-13 20:07:00,17.350057,76.791722,Complainant reported theft of personal property from the main market.
4125,1.00E+17,202500003,14-07-2025,1328,1221,1,2,4,12,1,135,2025-07-12 11:04:00,2025-07-13 19:04:00,2025-07-14 02:04:00,17.347144,76.799635,Complainant reported losing money through a fraudulent online transaction.
10864,1.00E+17,202500004,31-10-2025,601,1221,1,1,1,4,4,126,2025-10-30 08:54:00,2025-10-29 15:54:00,2025-10-31 04:54:00,17.363142,76.782589,Complainant reported that the victim was forcibly taken away from a highway stretch.
14505,3.00E+17,202300001,24-06-2023,1347,1221,2,1,2,8,4,126,2023-06-24 23:35:00,2023-06-24 21:35:00,2023-06-24 23:35:00,17.370624,76.768171,Complainant reported being robbed at knife/gunpoint near the bus stand.
19549,3.00E+17,202300002,07-11-2023,881,1221,2,1,1,4,2,126,2023-11-05 23:33:00,2023-11-05 08:33:00,2023-11-07 04:33:00,17.363177,76.777054,Complainant reported that the victim was forcibly taken away from a residential street.
10895,3.00E+17,202400001,12-08-2024,399,1221,2,2,2,7,2,129,2024-08-11 02:42:00,2024-08-12 06:42:00,2024-08-12 10:42:00,17.359245,76.788441,Complainant reported that unknown persons broke into the premises at the bus stand and stole valuables.
10946,3.00E+17,202400002,15-10-2024,1125,1221,2,2,2,7,4,135,2024-10-13 15:46:00,2024-10-14 06:46:00,2024-10-15 03:46:00,17.353185,76.780055,Complainant reported that unknown persons broke into the premises at a highway stretch and stole valuables.
34445,3.00E+17,202400003,02-12-2024,241,1221,2,2,2,7,4,140,2024-12-01 20:38:00,2024-12-02 15:38:00,2024-12-02 23:38:00,17.348179,76.780461,Complainant reported that unknown persons broke into the premises at the main market and stole valuables.
5984,3.00E+17,202500001,23-12-2025,1011,1221,2,2,4,13,3,130,2025-12-22 17:25:00,2025-12-23 05:25:00,2025-12-23 09:25:00,17.366978,76.797145,Complainant reported being coerced over video call by persons impersonating law enforcement officials into transferring money.
5488,4.00E+17,202300001,09-06-2023,1236,1221,3,2,4,12,3,133,2023-06-08 15:15:00,2023-06-08 04:15:00,2023-06-09 02:15:00,17.359132,76.776374,Complainant reported losing money through a fraudulent online transaction.
17993,4.00E+17,202300002,10-10-2023,1431,1221,3,2,2,6,1,129,2023-10-10 12:09:00,2023-10-10 02:09:00,2023-10-10 14:09:00,17.362881,76.794881,Complainant reported that the accused snatched a gold chain from the victim near the railway station area and fled on a two-wheeler.
9975,4.00E+17,202400001,04-03-2024,466,1221,3,2,2,5,3,128,2024-03-03 08:08:00,2024-03-03 00:08:00,2024-03-04 04:08:00,17.359522,76.780321,Complainant reported theft of personal property from a residential street.
3197,4.00E+17,202400002,02-04-2024,1321,1221,3,2,4,14,2,130,2024-04-01 01:49:00,2024-03-31 04:49:00,2024-04-02 00:49:00,17.362347,76.776551,Complainant reported that their personal identification documents were misused by an unknown person.
10988,4.00E+17,202400003,21-05-2024,402,1221,3,2,2,5,2,132,2024-05-20 12:44:00,2024-05-20 13:44:00,2024-05-21 20:44:00,17.365393,76.789049,Complainant reported theft of personal property from a highway stretch.
25469,4.00E+17,202400004,23-07-2024,816,1221,3,2,2,7,1,142,2024-07-23 03:09:00,2024-07-22 11:09:00,2024-07-23 08:09:00,17.379819,76.764189,Complainant reported that unknown persons broke into the premises at a residential street and stole valuables.
2095,4.00E+17,202400005,23-07-2024,1390,1221,3,2,2,6,3,136,2024-07-22 11:20:00,2024-07-22 05:20:00,2024-07-23 22:20:00,17.373093,76.790616,Complainant reported that the accused snatched a gold chain from the victim near the bus stand and fled on a two-wheeler.
8040,4.00E+17,202400006,12-12-2024,110,1221,3,2,2,5,2,130,2024-12-10 23:57:00,2024-12-12 11:57:00,2024-12-12 18:57:00,17.368681,76.789909,Complainant reported theft of personal property from the bus stand.
6891,4.00E+17,202500001,27-01-2025,1191,1221,3,2,4,13,1,127,2025-01-25 12:51:00,2025-01-27 02:51:00,2025-01-27 11:51:00,17.352792,76.783148,Complainant reported being coerced over video call by persons impersonating law enforcement officials into transferring money.
36731,4.00E+17,202500002,21-03-2025,729,1221,3,2,2,6,1,135,2025-03-19 10:00:00,2025-03-20 11:00:00,2025-03-21 08:00:00,17.377767,76.771767,Complainant reported that the accused snatched a gold chain from the victim near a commercial complex and fled on a two-wheeler.
4121,4.00E+17,202500003,14-09-2025,855,1221,3,2,4,12,4,132,2025-09-13 08:37:00,2025-09-14 01:37:00,2025-09-14 20:37:00,17.3524,76.789486,Complainant reported losing money through a fraudulent online transaction.
38678,4.00E+17,202500004,04-10-2025,258,1221,3,2,2,7,2,134,2025-10-04 03:43:00,2025-10-03 19:43:00,2025-10-04 09:43:00,17.361053,76.772285,Complainant reported that unknown persons broke into the premises at the railway station area and stole valuables.
14536,4.00E+17,202500005,21-11-2025,648,1221,3,2,2,7,2,132,2025-11-21 08:39:00,2025-11-21 11:39:00,2025-11-21 20:39:00,17.346477,76.772933,Complainant reported that unknown persons broke into the premises at the railway station area and stole valuables.
867,8.00E+17,202300001,16-02-2023,303,1221,4,2,3,9,4,142,2023-02-14 22:13:00,2023-02-15 00:13:00,2023-02-16 08:13:00,17.358296,76.760041,Complainant reported being physically assaulted by the accused near a highway stretch.
2699,8.00E+17,202300002,20-04-2023,1159,1221,4,1,2,8,3,126,2023-04-19 11:43:00,2023-04-20 10:43:00,2023-04-20 15:43:00,17.359429,76.78992,Complainant reported being robbed at knife/gunpoint near the main market.
17951,8.00E+17,202300003,19-08-2023,1158,1221,4,2,1,3,1,132,2023-08-18 22:56:00,2023-08-17 20:56:00,2023-08-19 09:56:00,17.368702,76.761697,Complainant reported a physical assault causing serious injury to the victim at a residential colony.
4527,8.00E+17,202300004,27-10-2023,1125,1221,4,2,1,3,2,137,2023-10-26 03:02:00,2023-10-26 17:02:00,2023-10-27 21:02:00,17.369181,76.785335,Complainant reported a physical assault causing serious injury to the victim at a highway stretch.
16874,8.00E+17,202400001,23-01-2024,38,1221,4,2,2,5,3,129,2024-01-23 12:42:00,2024-01-23 03:42:00,2024-01-23 12:42:00,17.366321,76.777716,Complainant reported theft of personal property from a highway stretch.
33735,8.00E+17,202400002,13-06-2024,1359,1221,4,2,2,5,1,132,2024-06-12 20:14:00,2024-06-13 11:14:00,2024-06-13 17:14:00,17.357351,76.782251,Complainant reported theft of personal property from a residential colony.
33690,8.00E+17,202400003,19-09-2024,696,1221,4,1,2,8,3,126,2024-09-19 06:39:00,2024-09-17 17:39:00,2024-09-19 11:39:00,17.371132,76.780873,Complainant reported being robbed at knife/gunpoint near the bus stand.
